t[s],z[m],v[m/s],a[m/s^2],Fz[N],P_joule[W]
0.0,1.487,0.0,-9.81,0.0,0.0
0.010000000000000002,1.4864609768587616,-0.0979346812551566,-9.769578213801315,0.0008084357239736968,0.00010195932673122579
0.02000000000000001,1.4849457696194748,-0.1952612463358876,-9.70161752312463,0.002167649537507389,0.00048029539423149044
0.03000000000000002,1.4824611275634527,-0.29188634767828636,-9.630051814498021,0.003598963710039595,0.0011510249259114296
0.04000000000000003,1.479014248247997,-0.38777561140048394,-9.554516658002504,0.005109666839949945,0.0021425415055537525
0.05000000000000004,1.4746127631514636,-0.482874855117365,-9.47207869732623,0.006758426053475398,0.00350937268055615
0.060000000000000046,1.4692650578611093,-0.5770873574880376,-9.377236076188524,0.00865527847622953,0.00535678991143328
0.07000000000000005,1.4629808554748067,-0.6702447337671968,-9.261608694644066,0.010967826107118694,0.007862257802079794
0.08000000000000006,1.455772042590013,-0.7620922819100471,-9.117200165461433,0.013855996690771324,0.011249594350752833
0.09000000000000007,1.4476533712542101,-0.8523285455757936,-8.943057153164855,0.017338856936702916,0.015673561195751737
0.10000000000000007,1.438642424129363,-0.9407019899912751,-8.749070448175031,0.0212185910364994,0.02102553823345407
0.11000000000000008,1.4287585564510286,-1.0271073873722036,-8.552861660915434,0.025142766781691334,0.02690645160086256
0.12000000000000009,1.4180211662703108,-1.111621466420793,-8.37146384627712,0.02877072307445762,0.03299196203281319
0.1300000000000001,1.4064481492706427,-1.1944377629358454,-8.211269083971537,0.03197461832056928,0.039073928717127844
0.1400000000000001,1.3940553310256942,-1.2757634268456675,-8.070937678048448,0.034781246439031036,0.04510770539010242
0.1500000000000001,1.3808566152030712,-1.355772208992931,-7.945069643321212,0.03729860713357579,0.05125430958895649
0.16000000000000011,1.3668645352863766,-1.4345709557023338,-7.827716524325343,0.03964566951349316,0.05749467933258551
0.17000000000000012,1.3520907785895857,-1.5122298528582914,-7.71564463705106,0.0418871072589788,0.06399214762108665
0.18000000000000013,1.3365465384195725,-1.5887833742796482,-7.606646177245869,0.04406707645508263,0.07067513945252112
0.19000000000000014,1.3202426992338827,-1.664259844789531,-7.499445604504363,0.04621108790991276,0.07757273445688023
0.20000000000000015,1.3031899486644245,-1.7386759894990296,-7.394563839687627,0.048308723206247475,0.08475040486003291
0.21000000000000016,1.2853987879953164,-1.8120476298912143,-7.290670127079798,0.05038659745840404,0.09203424518698017
0.22000000000000017,1.2668795716211285,-1.8843922565968458,-7.188384232699014,0.052432315346019734,0.09955792311493013
0.23000000000000018,1.2476425038362762,-1.9557230786031539,-7.0880311625475105,0.05443937674904979,0.10731913640394596
0.24000000000000019,1.2276976329927027,-2.026054568271861,-6.988836308195717,0.05642327383608566,0.1151728786532535
0.25000000000000017,1.207054862089957,-2.0954028236290405,-6.890848504286124,0.058383029914277525,0.12315496494739067
0.2600000000000002,1.185723949983996,-2.16378255065271,-6.794540765748099,0.060309184685038035,0.131346721000378
0.2700000000000002,1.1637145087021388,-2.2312074793424572,-6.699911546414461,0.06220176907171078,0.13972045711385037
0.2800000000000002,1.1410360053303423,-2.2976916197599877,-6.606686002656712,0.06406627994686578,0.14820731056294784
0.2900000000000002,1.1176977655337454,-2.363249256603926,-6.5147161936465094,0.06590567612706982,0.15677779259085148
0.3000000000000002,1.0937089759820142,-2.427894488798914,-6.424018510047007,0.06771962979905988,0.16543864981769724
0.3100000000000002,1.069078686062471,-2.4916410505632385,-6.334650430546571,0.0695069913890686,0.17420165485095346
0.32000000000000023,1.0438158096567185,-2.5545023667108873,-6.246638628196099,0.07126722743607805,0.18306879956780409
0.33000000000000024,1.0179291271238322,-2.616491637902642,-6.159975950674518,0.07300048098650964,0.19203375478827353
0.34000000000000025,0.991427287366834,-2.6776218795006788,-6.0746406104158215,0.07470718779168357,0.2010876391122045
0.35000000000000026,0.9643188098879768,-2.7379059309744336,-5.990611076082738,0.07638777847834526,0.21022307928624973
0.36000000000000026,0.9366120867866367,-2.7973564566928966,-5.907870322158572,0.07804259355682858,0.2194357187184152
0.3700000000000003,0.9083153846975837,-2.855985946359586,-5.826400336013835,0.07967199327972332,0.2287230751139295
0.3800000000000003,0.8794368467045375,-2.91380670024061,-5.746166860910109,0.08127666278179783,0.23807962228844073
0.3900000000000003,0.8499844942772173,-2.9708307959844484,-5.667103091169964,0.08285793817660074,0.24748788936292834
0.4000000000000003,0.8199662292370219,-3.0270700393778887,-5.589115275109194,0.08441769449781614,0.256912573303152
0.4100000000000003,0.7893898357561424,-3.0825359604872626,-5.512146644157972,0.08595706711684058,0.2663157100905724
0.4200000000000003,0.7582629822531067,-3.1372399566982936,-5.436283041461358,0.08747433917077285,0.27570394521708935
0.4300000000000003,0.7265932229048074,-3.1911935417790316,-5.361743042484574,0.08896513915030854,0.2851622772997945
0.44000000000000034,0.6943879989246277,-3.244408313009845,-5.2885883463561765,0.09042823307287648,0.2947707673103084
0.45000000000000034,0.6616546405007222,-3.296895327363719,-5.216441749218684,0.09187116501562632,0.30443085853636564
0.46000000000000035,0.6284003698036059,-3.348664717851712,-5.144936103845281,0.09330127792309438,0.31393152456363116
0.47000000000000036,0.5946323029031116,-3.3997268063119788,-5.074510609674761,0.09470978780650478,0.323359015205767
0.48000000000000037,0.5603574491879614,-3.450093016639256,-5.005673065654982,0.09608653868690037,0.3330286378171975
0.4900000000000004,0.5255827129482329,-3.4997738366723166,-4.937646628159986,0.09744706743680029,0.34272467220328773
0.5000000000000003,0.49031489864840794,-3.5487780974937744,-4.870106494413101,0.09879787011173799,0.35211376500861474
0.5100000000000003,0.45456071046420393,-3.597116505081205,-4.804209602277773,0.10011580795444457,0.36171389786226366
0.5200000000000004,0.4183267506215098,-3.644799709696221,-4.739201521643075,0.10141596956713851,0.37142956867125865
0.5300000000000004,0.3816195270051315,-3.69183563897155,-4.674571040947057,0.10270857918105887,0.38074651450674946
0.5400000000000004,0.3444454513747105,-3.7382351577548922,-4.611746847413622,0.10396506305172756,0.39044015555118056
0.5500000000000004,0.3068108385298589,-3.78400744851424,-4.549155173406465,0.10521689653187072,0.39992169867371175
0.5600000000000004,0.26872191490852954,-3.82916068421558,-4.48776685502349,0.10644466289953021,0.4093112428352322
0.5700000000000004,0.23018481123540888,-3.8737057596896016,-4.427419272435854,0.10765161455128293,0.41897199043467576
0.5800000000000004,0.19120557181440384,-3.917649430074541,-4.367482285557514,0.10885035428884972,0.42816400744488925
0.5900000000000004,0.1517901507455246,-3.961002564952796,-4.309073003751973,0.11001853992496057,0.4378479334706831
0.6000000000000004,0.1119444273050749,-4.003768230365271,-4.2496565926471375,0.11120686814705727,0.4468482419953049
