t[s],z[m],v[m/s],a[m/s^2],Fz[N],P_joule[W]
0.0,1.487,0.0,-9.81,0.0,0.0
0.010000000000000002,1.486461191282729,-0.09786578580551426,-9.752197159132406,0.0011560568173518834,0.00014248723383771873
0.02000000000000001,1.4849482889038077,-0.1948526152420464,-9.653801636564983,0.003123967268700349,0.0006777660133410752
0.03000000000000002,1.4824710453203556,-0.2908287707114879,-9.551082859877733,0.005178342802445341,0.00162142284665655
0.04000000000000003,1.4790397995735733,-0.3857481169545828,-9.442132603245899,0.007357347935082041,0.003019824080255846
0.05000000000000004,1.4746656173235644,-0.47950752233334454,-9.318763886279344,0.009824722274413118,0.004989468540062902
0.060000000000000046,1.469361154613975,-0.5718952452679081,-9.168136822739287,0.01283726354521426,0.0077477622401960905
0.07000000000000005,1.4631419390573221,-0.6625618633134305,-8.976791466597085,0.016664170668058302,0.011582437308995623
0.08000000000000006,1.4560275868871178,-0.7510647291102506,-8.740580862293292,0.021388382754134176,0.016709527946293032
0.09000000000000007,1.4480419824509925,-0.8370187241191468,-8.474032567104596,0.02671934865790809,0.023078510306289726
0.10000000000000007,1.4392116915199085,-0.920271199928909,-8.205332007558392,0.032093359848832194,0.030280311679732403
0.11000000000000008,1.4295632613700295,-1.0009427268214457,-7.958587960359796,0.0370282407928041,0.037744571734626926
0.12000000000000009,1.4191209831024627,-1.079324974157673,-7.7448636589804005,0.041302726820392,0.04518340957646989
0.1300000000000001,1.407905938595075,-1.1557404192124514,-7.5604728012742175,0.04499054397451567,0.052553897657341815
0.1400000000000001,1.3959364392739415,-1.2304187602635184,-7.3943171341082365,0.04831365731783529,0.05991426863488057
0.1500000000000001,1.3832289851416886,-1.3035106403990877,-7.240823775850412,0.051383524482991765,0.06746652296886024
0.16000000000000011,1.3697989169707274,-1.375099737073231,-7.092603712983841,0.05434792574032318,0.07515475973222141
0.17000000000000012,1.355660980898039,-1.4452391867335737,-6.950192102837206,0.057196157943255894,0.08313512002496712
0.18000000000000013,1.340829433894361,-1.5139658710716812,-6.8097901408941235,0.06000419718211754,0.09125717666775972
0.19000000000000014,1.3253182362434253,-1.5813147634131637,-6.673774044917359,0.06272451910165283,0.09964324046206752
0.20000000000000015,1.309141010020174,-1.647310071335765,-6.539716517135446,0.06540566965729108,0.10818390400071116
0.21000000000000016,1.2923111041594368,-1.7119868237872846,-6.408564074985444,0.06802871850029113,0.11686189414088717
0.22000000000000017,1.2748415965395326,-1.7753670059553472,-6.280975533452743,0.07058048933094514,0.12577313017500855
0.23000000000000018,1.2567452703597628,-1.837478862708042,-6.154848304762458,0.07310303390475084,0.1347353225698752
0.24000000000000019,1.2380346622248557,-1.8983521094153546,-6.031778191377271,0.07556443617245459,0.14381383578535387
0.25000000000000017,1.218722045686095,-1.9580088697241345,-5.912030347820423,0.07795939304359156,0.1530785817386919
0.2600000000000002,1.198819426697489,-2.0164741876859233,-5.794052348433899,0.08031895303132203,0.1623931686695137
0.2700000000000002,1.1783385670062312,-2.073775597202132,-5.678081808141376,0.0826383638371725,0.17171979944820942
0.2800000000000002,1.157290988369414,-2.129937288815612,-5.565077139999768,0.08489845720000465,0.18114270556556578
0.2900000000000002,1.1356879689119472,-2.184981348097398,-5.454893483335123,0.08710213033329754,0.19067855364424605
0.3000000000000002,1.1135405487033898,-2.2389306225148458,-5.3468365279315115,0.08926326944136978,0.2002614287175667
0.3100000000000002,1.090859538702458,-2.291808608990864,-5.24062091283597,0.0913875817432806,0.20983783548708443
0.32000000000000023,1.0676555266200538,-2.343638214701252,-5.136401902825538,0.09347196194348925,0.21940302186411978
0.33000000000000024,1.043938880638541,-2.3944413168222396,-5.0343901095665196,0.09551219780866962,0.22897428809599848
0.34000000000000025,1.0197197532804243,-2.4442390185703835,-4.934645348121086,0.09750709303757829,0.23856199346021023
0.35000000000000026,0.9950080859494033,-2.493051961118143,-4.837098110361912,0.09945803779276177,0.24816239657333014
0.36000000000000026,0.9698136137088184,-2.5409004447814283,-4.741635993583808,0.10136728012832386,0.25776351173127293
0.3700000000000003,0.9441458699372395,-2.5878044180317903,-4.648158226406102,0.10323683547187797,0.2673519300468267
